price_id,community_id,trans_date,street,road,shift_floor,room,bath_room,building_area,attach_area,month,trans_month,price
4176215,34188,13/3/2020,1,0,6,2,1,17.4452,2.3958,1,A,241511.1025
4176218,34188,9/3/2020,1,0,10,2,1,16.211,2.4654,1,A,248183.1357
4181401,34188,5/2/2020,1,0,10,3,2,22.6784,3.6179,1,A,247794.5025
4181407,34188,16/1/2020,1,0,5,2,1,16.2201,2.4805,1,A,240142.5913
4192593,34188,23/3/2020,1,0,12,3,2,20.812,2.9948,1,A,252873.1136
4209749,34188,6/2/2020,1,0,29,2,2,22.1309,2.4805,1,A,251318.7478
4210243,34188,31/1/2020,1,0,14,3,2,19.9559,4.5889,1,A,250352.2272
4210986,34188,9/3/2020,1,0,8,3,2,19.9559,4.5889,1,A,244391.4598
4220194,34188,25/4/2020,1,0,10,3,2,22.6784,3.6179,2,B,226808.3987
4220388,34188,2/3/2020,1,0,6,3,2,20.815,3.0704,1,A,247141.0402
4229657,34188,11/5/2020,1,0,13,2,1,17.4452,2.3958,2,B,243185.9368
4230394,34188,10/2/2020,1,0,10,2,1,16.2201,2.4805,1,A,242988.7258
4230395,34188,27/4/2020,1,0,13,2,1,16.2201,2.4805,2,B,241921.4253
4230396,34188,1/5/2020,1,0,11,2,1,16.2201,2.4805,2,B,244767.5598
4230397,34188,28/4/2020,1,0,16,2,1,16.211,2.4654,2,B,262069.9969
4230939,34188,13/5/2020,1,0,5,3,2,20.815,3.0704,2,B,229607.3853
4240877,34188,7/5/2020,1,0,14,3,2,22.6784,3.6179,2,B,251082.2073
4240878,34188,7/5/2020,1,0,8,2,1,16.2201,2.4805,2,B,242988.7258
4241788,34188,28/4/2020,1,0,5,3,2,20.815,2.9948,2,B,235808.2019
4241789,34188,25/5/2020,1,0,13,3,2,20.812,3.0704,2,B,249945.0288
4241790,34188,16/4/2020,1,0,7,2,1,16.2201,2.4805,2,B,244056.0262
4252395,34188,7/5/2020,1,0,20,3,2,19.9559,4.5889,2,B,260106.21
4272132,34188,15/6/2020,1,0,10,2,1,16.09,2.4654,2,B,247673.8018
4272133,34188,9/6/2020,1,0,5,2,1,16.211,2.4654,2,B,249251.3557
4272134,34188,18/5/2020,1,0,3,2,1,16.09,1.6184,2,B,234626.3435
4272135,34188,13/5/2020,1,0,3,2,1,16.211,1.6184,2,B,236739.7764
4272137,34188,8/6/2020,1,0,15,2,1,16.211,2.4654,2,B,254948.5296
4272138,34188,7/5/2020,1,0,5,3,2,19.9559,4.5889,2,B,254687.3307
4272139,34188,18/5/2020,1,0,8,3,2,20.815,2.9948,2,B,235249.4147
4272140,34188,9/5/2020,1,0,10,3,2,20.812,2.9948,2,B,235269.1345
4272141,34188,18/5/2020,1,0,9,2,1,16.2201,2.4805,2,B,238363.7573
4272142,34188,25/5/2020,1,0,11,2,1,16.211,2.4654,2,B,249607.4291
4272143,34188,18/5/2020,1,0,4,3,2,20.815,3.0704,2,B,233225.4411
4272144,34188,2/6/2020,1,0,16,3,2,22.6784,3.6179,2,B,257909.216
4272145,34188,9/6/2020,1,0,13,3,2,19.9559,4.5889,2,B,247100.8995
4272146,34188,15/5/2020,1,0,18,3,2,19.9559,4.5889,2,B,258480.5462
4272147,34188,2/6/2020,1,0,24,3,2,19.9559,4.5889,2,B,264441.3135
4272203,34188,6/7/2020,1,0,7,2,1,16.09,2.4654,3,C,247673.8018
4278182,34188,7/7/2020,1,0,27,2,2,16.2201,2.4805,3,C,201008.2431
4278290,34188,11/7/2020,1,0,15,2,1,16.09,2.4654,3,C,225809.689
4314548,34188,23/7/2020,1,0,14,3,2,19.9559,4.5889,3,C,256854.8824
4314549,34188,23/7/2020,1,0,16,3,2,19.9559,4.5889,3,C,262815.6497
4315184,34188,23/7/2020,1,0,13,2,1,16.211,2.4654,3,C,256016.7497
4315187,34188,3/7/2020,1,0,14,2,1,16.211,2.4654,3,C,253524.2361
4324654,34188,18/2/2020,1,0,24,2,1,16.2201,2.4805,1,A,247613.6942
4334009,34188,9/6/2020,1,0,5,2,1,16.09,2.4654,2,B,244447.9491
4334010,34188,9/6/2020,1,0,7,3,2,20.815,2.9948,2,B,242234.2548
4334011,34188,2/6/2020,1,0,9,3,2,20.815,2.9948,2,B,236087.5955
4334900,34188,26/8/2020,1,0,8,2,1,16.2201,2.4805,3,C,197806.3419
4343297,34188,6/7/2020,1,0,5,3,2,22.6784,3.6179,3,C,244760.903
4343301,34188,18/6/2020,1,0,29,3,2,19.9559,4.5889,2,B,269589.2489
4343302,34188,21/7/2020,1,0,13,2,1,15.8268,2.0963,3,C,242303.2538
4343304,34188,3/8/2020,1,0,22,2,1,17.4452,2.3958,3,C,252230.0418
4343579,34188,29/8/2020,1,0,22,2,1,16.2201,2.4805,3,C,202787.0771
4343702,34188,1/9/2020,1,0,17,3,2,20.809,3.0704,3,C,211552.433
4343803,34188,22/8/2020,1,0,14,2,1,16.2201,2.4805,3,C,194960.2075
4344123,34188,22/7/2020,1,0,17,3,2,19.9559,4.5889,3,C,262815.6497
4344124,34188,27/7/2020,1,0,15,3,2,19.9559,4.5889,3,C,245204.2918
4344668,34188,8/8/2020,1,0,18,3,2,22.6784,3.6179,3,C,276873.1289
4364474,34188,25/8/2020,1,0,8,2,1,16.211,2.4654,3,C,252099.9427
4364475,34188,17/8/2020,1,0,16,3,2,19.9559,4.5889,3,C,260106.21
4369325,34188,17/7/2020,1,0,11,3,2,19.9559,4.5889,3,C,250894.1151
4369326,34188,18/8/2020,1,0,15,2,1,16.211,2.4654,3,C,249251.3557
4369328,34188,1/9/2020,1,0,19,2,1,15.8268,2.0963,3,C,257145.7196
4369329,34188,8/9/2020,1,0,11,1,1,16.211,2.4654,3,C,229667.3207
4369630,34188,18/8/2020,1,0,17,2,1,15.8268,2.0963,3,C,249353.4251
4370310,34188,28/7/2020,1,0,11,2,1,15.8268,2.0963,3,C,243416.4388
4370311,34188,1/9/2020,1,0,15,2,1,16.09,2.4654,3,C,265236.7776
4370312,34188,14/9/2020,1,0,9,3,2,22.6784,3.6179,3,C,249059.3899
4382353,34188,15/9/2020,1,0,18,2,1,17.4452,2.3958,3,C,200980.113
4383017,34188,29/7/2020,1,0,18,2,2,20.809,3.0704,3,C,286152.5015
4383020,34188,18/8/2020,1,0,18,3,2,19.9559,4.5889,3,C,260106.21
4394427,34188,11/9/2020,1,0,24,2,1,17.4452,2.3958,3,C,199975.2125
4394428,34188,11/9/2020,1,0,24,2,1,16.2201,2.4805,3,C,195671.7411
4395093,34188,9/10/2020,1,0,20,2,1,17.4452,2.3958,4,D,177867.4
4395110,34188,3/10/2020,1,0,11,2,1,16.09,2.4654,4,D,256635.4236
4405866,34188,25/9/2020,1,0,14,2,1,16.09,2.4654,3,C,256276.9942
4405867,34188,15/9/2020,1,0,16,2,1,15.8268,2.0963,3,C,254177.2265
4405868,34188,23/9/2020,1,0,16,2,1,16.09,2.4654,3,C,263445.5815
4406119,34188,5/10/2020,1,0,11,3,2,22.6784,3.6179,4,D,254116.4334
4406756,34188,4/9/2020,1,0,6,2,1,15.8268,2.0963,3,C,200373.288
4407157,34188,19/10/2020,1,0,28,3,2,20.806,3.0704,4,D,281166.3113
4407159,34188,21/9/2020,1,0,7,3,2,22.6784,3.6179,3,C,250070.7986
4407160,34188,14/9/2020,1,0,9,2,1,16.211,2.4654,3,C,252812.0894
4407161,34188,23/9/2020,1,0,17,3,2,20.809,3.0704,3,C,271677.8613
4417635,34188,3/8/2020,1,0,11,3,2,22.6784,3.6179,3,C,256897.8073
4418225,34188,11/11/2020,1,0,29,2,1,16.211,2.4654,4,D,227886.9538
4418237,34188,22/6/2020,1,0,9,3,2,20.815,3.0704,2,B,240739.8646
4418609,34188,11/9/2020,1,0,6,2,1,17.4452,2.3958,3,C,218755.3391
4418610,34188,20/10/2020,1,0,24,2,1,17.4452,2.3958,4,D,197650.3064
4427207,34188,3/11/2020,1,0,5,3,1,15.8268,2.0963,4,D,243416.4388
4427208,34188,3/11/2020,1,0,3,3,2,20.815,1.204,4,D,246137.3054
4428398,34188,6/11/2020,1,0,18,3,2,19.9559,4.5889,4,D,230302.3735
4428449,34188,28/8/2020,1,0,15,2,1,16.09,2.4654,3,C,252334.2712
4428836,34188,2/11/2020,1,0,21,3,2,20.809,3.0704,4,D,274183.0875
4428852,34188,28/8/2020,1,0,16,2,1,16.09,2.4654,3,C,258427.5704
4441143,34188,22/8/2020,1,0,17,3,2,19.9559,4.5889,3,C,192370.2178
4446100,34188,2/11/2020,1,0,16,2,1,16.211,2.4654,4,D,192279.6173
4447000,34188,13/11/2020,1,0,13,2,1,16.09,2.4654,4,D,256635.4236
4457633,34188,2/11/2020,1,0,16,3,2,20.809,2.9948,4,D,268543.0214
4470510,34188,7/9/2020,1,0,6,2,1,16.211,2.4654,3,C,244266.3286
4470819,34188,2/11/2020,1,0,7,3,2,22.6784,3.6179,4,D,247289.4247
4471139,34188,16/11/2020,1,0,24,2,2,23.9278,2.3958,4,D,219324.8433
4471317,34188,1/12/2020,1,0,11,3,2,15.8268,2.0963,4,D,213731.5072
4478855,34188,21/10/2020,1,0,10,3,2,19.9559,4.5889,4,D,248455.6194
4478856,34188,3/11/2020,1,0,23,2,1,16.2201,2.4805,4,D,260065.5322
4478859,34188,23/11/2020,1,0,8,3,2,22.6784,3.6179,4,D,247795.1291
4479328,34188,8/12/2020,1,0,13,2,1,17.4452,2.3958,4,D,249575.3868
4480132,34188,1/12/2020,1,0,11,3,2,19.9559,4.5889,4,D,254416.3867
4480313,34188,29/12/2020,1,0,15,3,2,19.9559,4.5889,4,D,219464.6147
4491139,34188,28/12/2020,1,0,20,3,2,19.9559,4.5889,4,D,216755.175
4491351,34188,23/11/2020,1,0,20,3,2,19.9559,4.5889,4,D,251706.947
4491352,34188,2/12/2020,1,0,15,2,1,17.4452,2.3958,4,D,259960.3306
4491353,34188,23/12/2020,1,0,15,2,1,15.8268,2.0963,4,D,244158.5621
4491354,34188,13/12/2020,1,0,19,2,1,15.8268,2.0963,4,D,255290.4114
4491460,34188,20/11/2020,1,0,12,3,2,22.6784,3.1551,4,D,240060.5169
4491534,34188,12/12/2020,1,0,24,3,2,22.6784,3.6179,4,D,252852.1725
4491628,34188,24/11/2020,1,0,18,2,1,15.8268,2.0963,4,D,257145.7196
4492331,34188,24/12/2020,1,0,8,2,1,16.211,2.4654,4,D,244266.3286
4492337,34188,28/12/2020,1,0,11,2,1,16.211,2.4654,4,D,258509.2632
4504509,34188,23/12/2020,1,0,13,3,2,20.812,2.9948,4,D,261254.9177
4504510,34188,24/12/2020,1,0,6,2,1,16.09,2.4654,4,D,245881.6614
4504511,34188,2/12/2020,1,0,15,3,2,19.9559,4.5889,4,D,254687.3307
4529075,34188,24/12/2020,1,0,7,2,1,16.2201,2.4805,4,D,241921.4253
4563016,34188,25/10/2020,1,0,18,3,2,19.9559,4.5889,4,D,214316.6793
4572628,34188,30/11/2020,1,0,24,2,1,16.09,2.4654,4,D,196418.5866
4140824,34450,12/2/2020,1,0,5,1,1,14.4383,3.8357,1,A,378709.6085
4175327,34450,16/2/2020,1,0,12,1,1,13.4613,4.7553,1,A,228724.1837
4181028,34450,6/2/2020,1,0,14,1,1,17.6509,4.471,1,A,302853.7119
4181029,34450,19/2/2020,1,0,5,1,1,14.4383,6.4856,1,A,338544.2597
4192171,34450,1/4/2020,1,0,10,1,1,13.4613,3.6935,2,B,227722.9977
4201667,34450,10/4/2020,1,0,16,1,1,18.4586,4.6131,2,B,334444.3849
4202525,34450,27/3/2020,1,0,15,1,1,18.4586,4.6736,1,A,336377.1477
4272230,34450,5/6/2020,1,0,19,1,1,17.7689,3.2035,2,B,372587.496
4278316,34450,10/7/2020,1,0,29,2,1,14.4383,5.9048,3,C,454469.8066
4314750,34450,25/7/2020,1,0,7,1,1,13.4613,2.4926,3,C,265246.5773
4325112,34450,23/7/2020,1,0,16,1,1,13.4613,3.8115,3,C,245040.7522
4342977,34450,21/2/2020,1,0,18,1,1,14.4383,4.9005,1,A,370714.5599
4342979,34450,8/8/2020,1,0,21,1,1,14.4383,4.8582,3,C,401540.0241
4342980,34450,24/8/2020,1,0,4,1,1,12.5054,1.1495,3,C,271825.9551
4344125,34450,24/7/2020,1,0,19,1,1,29.3576,10.9656,3,C,372692.0704
4344128,34450,24/8/2020,1,0,20,1,1,12.6233,2.4049,3,C,316239.0941
4344129,34450,4/9/2020,1,0,17,1,1,15.5727,4.3802,3,C,267622.274
4364984,34450,10/9/2020,1,0,11,1,1,13.428,2.5501,3,C,321978.4967
4369809,34450,2/9/2020,1,0,17,1,1,12.6233,2.4049,3,C,306275.3966
4370637,34450,13/9/2020,1,0,15,1,1,15.4547,4.1836,3,C,366351.3724
4381878,34450,20/2/2020,1,0,20,1,1,14.4383,4.8551,1,A,377283.3573
4381894,34450,18/8/2020,1,0,11,1,1,18.4586,6.3858,3,C,318418.756
4383022,34450,8/9/2020,1,0,27,1,1,29.8507,13.4613,3,C,399580.876
4394619,34450,2/9/2020,1,0,16,1,1,12.6233,2.4049,3,C,303242.9752
4394622,34450,25/9/2020,1,0,25,1,1,15.5031,2.2234,3,C,363676.4382
4395616,34450,8/9/2020,1,0,20,1,1,14.4383,4.1503,3,C,406262.039
4407465,34450,26/10/2020,1,0,18,1,1,15.4547,4.1836,4,D,382890.2746
4426915,34450,17/10/2020,1,0,21,1,1,13.4613,2.3172,4,D,270290.9091
4427927,34450,19/10/2020,1,0,19,1,1,14.4383,4.837,4,D,399667.5631
4456007,34450,28/11/2020,1,0,8,1,1,18.1046,4.4528,4,D,398357.0248
4457054,34450,27/11/2020,1,0,13,1,1,13.428,2.5501,4,D,293447.9339
4458132,34450,11/11/2020,1,0,14,3,2,29.04,10.5815,4,D,353340.0495
4479329,34450,5/9/2020,1,0,20,1,1,13.428,2.5501,3,C,315864.4628
4480311,34450,13/11/2020,1,0,18,1,1,11.2409,1.8271,4,D,311348.7603
4480312,34450,4/9/2020,1,0,12,1,1,17.6448,3.633,3,C,321335.5372
4491349,34450,24/10/2020,1,0,12,1,1,12.6233,2.4049,4,D,302376.8595
4491350,34450,18/11/2020,1,0,19,1,1,18.8185,5.1849,4,D,347206.2107
4491835,34450,23/10/2020,1,0,8,1,1,15.8813,4.7523,4,D,252446.281
4492335,34450,16/12/2020,1,0,8,1,1,14.4383,4.4952,4,D,335977.8262
4513777,34450,8/12/2020,1,0,8,1,1,18.752,5.5055,4,D,337154.9597
4513778,34450,28/12/2020,1,0,16,1,1,13.428,2.5501,4,D,285705.7851
4552206,34450,11/12/2020,1,0,23,1,1,29.5331,11.734,4,D,372394.2266
4135871,34455,22/1/2020,0,1,13,3,2,22.1249,2.3504,1,A,298807.8263
4135872,34455,7/2/2020,0,1,8,2,1,17.5662,2.5198,1,A,251582.1231
4135873,34455,6/2/2020,0,1,12,2,1,14.3385,1.4127,1,A,257082.7374
4142979,34455,24/2/2020,0,1,7,3,2,22.1249,2.3504,1,A,276014.276
4153701,34455,13/2/2020,0,1,10,2,1,17.8173,2.2899,1,A,257154.6515
4153716,34455,9/3/2020,0,1,9,2,1,17.8173,2.2899,1,A,267305.493
4153717,34455,9/3/2020,0,1,12,2,1,14.3385,1.4127,1,A,271773.1796
4154478,34455,16/3/2020,0,1,14,2,1,17.8173,2.2899,1,A,287268.8146
4164000,34455,31/3/2020,0,1,6,2,1,17.5662,2.5198,1,A,231265.9355
4174036,34455,15/3/2020,0,1,11,3,2,22.1249,2.3504,1,A,268232.1417
4174037,34455,6/4/2020,0,1,14,2,1,14.3385,1.4127,2,B,255786.522
4174038,34455,31/3/2020,0,1,13,3,2,22.1249,2.3504,1,A,256001.8679
4194093,34455,15/4/2020,0,1,11,3,2,22.1249,2.3504,2,B,253222.2602
4194094,34455,15/4/2020,0,1,3,3,2,24.2666,2.9645,2,B,237466.7547
4194105,34455,27/3/2020,0,1,4,2,1,17.5662,2.5198,1,A,215012.9854
4203317,34455,22/4/2020,0,1,10,2,1,17.5662,2.5198,2,B,225171.0792
4211668,34455,29/4/2020,0,1,15,2,1,17.8173,2.2899,2,B,270688.1909
4212837,34455,29/4/2020,0,1,13,2,1,14.3385,1.4127,2,B,286463.6217
4212838,34455,8/5/2020,0,1,13,2,1,17.8173,2.2899,2,B,249710.701
4222316,34455,13/4/2020,0,1,14,2,1,17.8173,2.2899,2,B,245311.173
4222317,34455,14/5/2020,0,1,15,2,1,14.3385,1.4127,2,B,248441.3009
4232382,34455,27/5/2020,0,1,14,2,1,14.3385,1.4127,2,B,257082.7374
4243091,34455,27/5/2020,0,1,3,2,1,17.8173,2.2899,2,B,272380.9137
4281127,34455,19/5/2020,0,1,8,2,1,17.5662,2.5198,2,B,226186.8886
4281130,34455,25/5/2020,0,1,14,2,1,17.5662,2.5198,2,B,228895.7136
4281132,34455,25/5/2020,0,1,12,2,1,17.5662,2.5198,2,B,229234.3167
4281645,34455,8/6/2020,0,1,14,2,1,17.5662,2.5198,2,B,254968.1544
4281672,34455,25/5/2020,0,1,13,2,1,17.5662,2.5198,2,B,228895.7136
4281674,34455,25/5/2020,0,1,9,2,1,17.5662,2.5198,2,B,226186.8886
4282639,34455,13/5/2020,0,1,2,2,1,16.5831,2.5259,2,B,269751.1661
4282642,34455,1/6/2020,0,1,11,2,1,17.5662,2.5198,2,B,228895.7136
4282645,34455,1/6/2020,0,1,12,2,1,17.5662,2.5198,2,B,238037.998
4282648,34455,1/6/2020,0,1,9,2,1,17.5662,2.5198,2,B,228557.1105
4282652,34455,8/6/2020,0,1,2,3,2,24.2666,2.9645,2,B,250714.8999
4282654,34455,21/5/2020,0,1,15,2,1,14.3385,1.4127,2,B,263563.8148
4282655,34455,23/6/2020,0,1,12,2,1,17.8173,2.2899,2,B,275764.5275
4282657,34455,15/6/2020,0,1,15,2,1,17.8173,2.2899,2,B,272380.9137
4283218,34455,25/5/2020,0,1,14,3,2,22.1249,2.3504,2,B,279628.5332
4283223,34455,8/6/2020,0,1,7,2,1,17.5662,2.5198,2,B,259031.3919
4283225,34455,27/4/2020,0,1,4,3,2,24.2666,2.9645,2,B,251214.8299
4283226,34455,22/5/2020,0,1,10,2,1,17.5662,2.5198,2,B,225848.2855
4316660,34455,15/6/2020,0,1,3,2,1,17.5662,2.5198,2,B,220092.0323
4316662,34455,11/5/2020,0,1,4,3,2,24.2666,2.9645,2,B,248733.8323
4316663,34455,17/7/2020,0,1,11,2,1,17.5662,2.5198,3,C,234651.9668
4326370,34455,15/6/2020,0,1,15,2,1,17.5662,2.5198,2,B,265803.4544
4326371,34455,19/6/2020,0,1,15,3,2,24.2666,2.9645,2,B,260713.5001
4326372,34455,10/8/2020,0,1,2,2,1,14.3385,1.4127,3,C,230294.2841
4347241,34455,20/7/2020,0,1,15,3,2,23.7705,2.7255,3,C,264504.0677
4347251,34455,17/6/2020,0,1,15,3,2,22.1249,2.3504,2,B,259337.3971
4347252,34455,20/7/2020,0,1,2,2,1,14.3385,1.4127,3,C,235479.1461
4347253,34455,6/7/2020,0,1,2,2,1,17.5662,2.5198,3,C,245487.2668
4347256,34455,22/8/2020,0,1,6,2,1,16.5831,2.3293,3,C,311323.5389
4374307,34455,27/7/2020,0,1,15,2,1,17.5662,2.5198,3,C,261063.0107
4420214,34455,19/10/2020,0,1,2,2,1,17.5662,2.5198,4,D,219076.2229
4420236,34455,25/9/2020,0,1,7,2,1,17.5662,2.5198,3,C,255645.3606
4420237,34455,20/10/2020,0,1,10,2,1,14.3385,1.4127,4,D,305474.7821
4442265,34455,17/6/2020,0,1,3,2,1,17.5662,2.5198,2,B,238715.2043
4442267,34455,3/6/2020,0,1,15,3,2,22.1249,2.3504,2,B,281574.2586
4460086,34455,18/11/2020,0,1,8,2,1,14.3385,1.4127,4,D,251465.8037
4143276,34509,2/2/2020,1,0,5,3,2,31.3299,4.7674,1,A,323207.754
4143277,34509,19/1/2020,1,0,19,3,2,26.0483,4.2834,1,A,322354.9896
4149586,34509,1/2/2020,1,0,17,3,2,31.3299,4.7674,1,A,324129.0988
4149587,34509,18/1/2020,1,0,13,4,2,35.6769,5.808,1,A,329968.9752
4150285,34509,4/1/2020,1,0,11,3,2,31.3299,4.7674,1,A,318416.7611
4150286,34509,9/1/2020,1,0,16,4,2,35.6769,5.808,1,A,321471.2319
4154359,34509,18/1/2020,1,0,14,3,2,31.3299,4.7674,1,A,318416.7611
4154360,34509,5/2/2020,1,0,18,3,2,26.0483,4.2834,1,A,316914.4594
4154361,34509,20/2/2020,1,0,12,4,2,35.6769,5.808,1,A,336703.0359
4193693,34509,4/3/2020,1,0,9,3,2,31.3299,4.7674,1,A,313257.2303
4193694,34509,15/2/2020,1,0,19,3,2,31.3299,4.7674,1,A,341818.9189
4211993,34509,16/3/2020,1,0,13,3,2,26.0483,4.2834,1,A,348715.5643
4211994,34509,27/3/2020,1,0,10,4,2,35.6769,5.808,1,A,330770.6491
4254870,34509,19/5/2020,1,0,13,3,2,31.3299,4.7674,2,B,350111.022
4283705,34509,7/6/2020,1,0,16,3,2,26.0483,4.2834,2,B,311431.5103
4283720,34509,30/5/2020,1,0,19,3,2,26.0483,4.2834,2,B,315817.8696
4283766,34509,30/5/2020,1,0,11,4,2,35.6769,5.808,2,B,314256.1669
4283768,34509,18/1/2020,1,0,10,3,2,26.0483,4.2834,1,A,312486.9797
4284429,34509,18/6/2020,1,0,17,4,2,35.6769,5.808,2,B,325479.6014
4285825,34509,22/6/2020,1,0,17,3,2,31.3299,4.7674,2,B,322065.9388
4285865,34509,22/6/2020,1,0,17,3,2,26.0483,4.2834,2,B,316872.7619
4287297,34509,17/6/2020,1,0,18,3,2,26.0483,4.2834,2,B,361827.0291
4287407,34509,24/6/2020,1,0,7,3,2,31.3299,4.7674,2,B,323392.023
4287413,34509,20/6/2020,1,0,13,3,2,26.0483,4.2834,2,B,312486.9797
4287419,34509,21/6/2020,1,0,19,3,2,31.3299,4.7674,2,B,357441.6025
4287540,34509,14/6/2020,1,0,17,3,2,26.0483,4.2834,2,B,315817.8696
4287801,34509,24/6/2020,1,0,7,4,2,35.6769,5.808,2,B,310408.1322
4287803,34509,4/7/2020,1,0,11,3,2,26.0483,4.2834,3,C,318407.7856
4326613,34509,20/6/2020,1,0,20,3,2,31.3299,4.7674,2,B,341412.0049
4326700,34509,1/8/2020,1,0,4,4,2,35.6769,5.808,3,C,323907.9332
4326701,34509,10/7/2020,1,0,5,3,2,26.0483,4.2834,3,C,346522.3847
4326705,34509,24/7/2020,1,0,6,3,2,31.3299,4.7674,3,C,355639.0908
4326731,34509,19/7/2020,1,0,14,3,2,26.0483,4.2834,3,C,321300.8187
4326733,34509,28/6/2020,1,0,15,3,2,26.0483,4.2834,2,B,313624.6899
4332632,34509,19/7/2020,1,0,14,4,2,35.6769,5.808,3,C,329006.9665
4332633,34509,2/8/2020,1,0,18,3,2,31.3299,4.7674,3,C,339016.7776
4346507,34509,3/7/2020,1,0,15,4,2,35.6769,5.808,3,C,322272.9058
4346759,34509,4/8/2020,1,0,5,4,2,35.6769,5.808,3,C,319867.8841
4356532,34509,4/7/2020,1,0,12,3,2,26.0483,4.2834,3,C,315776.3163
4374279,34509,1/8/2020,1,0,9,3,2,26.0483,4.2834,3,C,364019.9202
4374289,34509,9/8/2020,1,0,8,3,2,26.0483,4.2834,3,C,343890.5691
4384948,34509,12/9/2020,1,0,3,3,2,31.3299,4.7674,3,C,344582.9533
4384949,34509,23/8/2020,1,0,20,3,2,26.0483,4.2834,3,C,357488.2829
4384950,34509,16/9/2020,1,0,15,3,2,26.0483,4.2834,3,C,364019.9202
4384956,34509,21/8/2020,1,0,14,3,2,26.0483,4.2834,3,C,328495.0846
4385742,34509,30/8/2020,1,0,18,4,2,35.6769,5.808,3,C,351133.1661
4385743,34509,5/9/2020,1,0,20,4,2,35.6769,5.808,3,C,355943.2094
4385823,34509,23/8/2020,1,0,5,4,2,35.6769,5.808,3,C,388048.118
4409336,34509,12/9/2020,1,0,3,3,2,31.3299,4.7674,3,C,344175.7286
4420480,34509,20/10/2020,1,0,6,3,2,26.0483,4.2834,4,D,342091.0094
4420513,34509,17/10/2020,1,0,3,3,2,26.0483,4.2834,4,D,331170.1271
4431376,34509,31/10/2020,1,0,5,3,2,26.0483,4.2834,4,D,313144.847
4431377,34509,27/10/2020,1,0,2,3,2,26.1814,4.2834,4,D,329748.3212
4459563,34509,3/11/2020,1,0,3,4,2,35.6769,5.808,4,D,330321.9517
4482299,34509,14/12/2020,1,0,11,3,2,31.3299,4.7674,4,D,349150.4313
4216009,34550,2/3/2020,1,0,8,3,3,57.1211,13.0045,1,A,194572.4028
4298477,34550,13/4/2020,1,0,21,3,3,57.7352,13.7607,2,B,209997.0818
4335971,34550,27/6/2020,1,0,8,3,4,77.8938,11.1441,2,B,246405.4381
4336247,34550,4/7/2020,1,0,16,3,3,57.7352,13.7607,3,C,201223.3617
4336248,34550,8/7/2020,1,0,17,3,3,57.1211,13.0045,3,C,203183.0388
4349916,34550,3/8/2020,1,0,10,3,3,57.7352,13.7607,3,C,196029.0524
4349917,34550,23/7/2020,1,0,14,3,3,57.1211,13.0045,3,C,199389.77
4350768,34550,6/8/2020,1,0,15,3,3,57.7352,13.7607,3,C,263135.1958
4377752,34550,25/8/2020,1,0,23,3,3,57.1211,13.0045,3,C,247437.8415
4377759,34550,27/8/2020,1,0,13,3,3,57.6807,13.8545,3,C,224790.0101
4378043,34550,17/8/2020,1,0,6,3,3,57.1211,13.0045,3,C,228038.8561
4378050,34550,3/9/2020,1,0,13,3,3,57.1211,13.0045,3,C,225650.8617
4378051,34550,9/9/2020,1,0,20,3,3,57.6807,13.8545,3,C,208589.7408
4378331,34550,22/8/2020,1,0,10,3,3,57.1211,13.0045,3,C,195739.8372
4378332,34550,29/8/2020,1,0,12,3,3,57.7352,13.7607,3,C,198885.0988
4378333,34550,22/8/2020,1,0,14,3,3,57.7352,13.7607,3,C,199697.4974
4390472,34550,27/5/2020,1,0,5,3,4,74.9172,10.642,2,B,246290.8817
4401261,34550,24/8/2020,1,0,7,3,4,77.8938,11.1441,3,C,245945.7264
4401536,34550,24/9/2020,1,0,13,3,3,57.7352,13.7607,3,C,221154.9649
4401544,34550,17/9/2020,1,0,12,3,3,57.1211,13.0045,3,C,211450.4195
4401577,34550,28/8/2020,1,0,11,3,3,57.7352,13.7607,3,C,198408.1561
4401795,34550,23/9/2020,1,0,8,3,4,77.8938,11.1441,3,C,306476.4162
4435458,34550,22/8/2020,1,0,24,3,3,57.1211,13.0045,3,C,220009.5902
4435474,34550,28/8/2020,1,0,14,3,3,57.6807,13.8545,3,C,203149.9201
4435477,34550,10/9/2020,1,0,16,3,3,57.6807,13.8545,3,C,205151.8667
4435754,34550,10/9/2020,1,0,23,3,3,57.1211,13.0045,3,C,225650.8617
4435765,34550,9/11/2020,1,0,5,3,4,77.8938,11.1441,4,D,256519.0941
4435766,34550,9/11/2020,1,0,7,3,4,77.8938,11.1441,4,D,256518.8976
4464798,34550,22/9/2020,1,0,9,3,3,57.7352,13.7607,3,C,195737.2771
4486916,34550,13/11/2020,1,0,23,3,3,57.7352,13.7607,4,D,240132.9028
4487199,34550,26/11/2020,1,0,22,3,3,57.1211,13.0045,4,D,224191.9122
4499837,34550,1/9/2020,1,0,10,3,3,57.6807,13.8545,3,C,199573.3916
4509997,34550,18/12/2020,1,0,16,3,4,77.8938,11.1441,4,D,267542.4674
4557788,34550,28/12/2020,1,0,4,3,3,57.1211,13.0045,4,D,237378.3314
4557977,34550,22/12/2020,1,0,7,3,3,57.6807,13.8545,4,D,207106.2621
4594266,34550,7/10/2020,1,0,20,3,3,57.1211,13.0045,4,D,219328.747
4594267,34550,24/11/2020,1,0,24,3,3,57.7352,13.7607,4,D,242993.8984
